COD_CENTRO_ESTUDIOS,NOM_CENTRO_ESTUDIOS
231462613,Centros De Educación Técnico Productiva (CETPRO) Beta Tech Eirl
231207596,Centros De Educación Técnico Productiva (CETPRO) Betania
231220987,Centros De Educación Técnico Productiva (CETPRO) Bill Gates
231213800,Centros De Educación Técnico Productiva (CETPRO) Blaise Pascal
231539972,Centros De Educación Técnico Productiva (CETPRO) Blanquita
231387406,Centros De Educación Técnico Productiva (CETPRO) Blue Ribbon Internacional
231187343,Centros De Educación Técnico Productiva (CETPRO) Bosconia
231338284,Centros De Educación Técnico Productiva (CETPRO) Brigham Young
231240043,Centros De Educación Técnico Productiva (CETPRO) Britanico Star Kids
231330323,Centros De Educación Técnico Productiva (CETPRO) Bs Data
231587724,Centros De Educación Técnico Productiva (CETPRO) Buena Ventura Mestanza Mori
231160233,Centros De Educación Técnico Productiva (CETPRO) Buenos Aires
231490077,Centros De Educación Técnico Productiva (CETPRO) Business Language Center
231099340,Centros De Educación Técnico Productiva (CETPRO) Businness Comp
231461508,Centros De Educación Técnico Productiva (CETPRO) Caden Ideas
231511294,Centros De Educación Técnico Productiva (CETPRO) Cadetel
231149053,Centros De Educación Técnico Productiva (CETPRO) Caledonian Airlines
231079227,Centros De Educación Técnico Productiva (CETPRO) Camelot
231234665,Centros De Educación Técnico Productiva (CETPRO) Campus Ams
230310896,Centros De Educación Técnico Productiva (CETPRO) Candelaria Vda.De Muñoz Najar
231517226,Centros De Educación Técnico Productiva (CETPRO) Cañete
231461433,Centros De Educación Técnico Productiva (CETPRO) Cap Fap Jose Quiñones Gonzales
231237064,Centros De Educación Técnico Productiva (CETPRO) Cap.Minera Mario Samame Boggio
231543495,Centros De Educación Técnico Productiva (CETPRO) Cardenal Augusto Vargas Alzamora
231451269,Centros De Educación Técnico Productiva (CETPRO) Careli
231383280,Centros De Educación Técnico Productiva (CETPRO) Caridad Del Santisimo Sacramento
230896035,Centros De Educación Técnico Productiva (CETPRO) Caritas
230671792,Centros De Educación Técnico Productiva (CETPRO) Caritas Corao
230791327,Centros De Educación Técnico Productiva (CETPRO) Caritas De Colquepata
231420769,Centros De Educación Técnico Productiva (CETPRO) Caritas Del Cusco
230931048,Centros De Educación Técnico Productiva (CETPRO) Caritas Huancarani
231461359,Centros De Educación Técnico Productiva (CETPRO) Carol Center
231530765,Centros De Educación Técnico Productiva (CETPRO) Carolina
231199264,Centros De Educación Técnico Productiva (CETPRO) Casa Albergue Don Bosco
231333467,Centros De Educación Técnico Productiva (CETPRO) Casa De Caridad Artes Y Oficios
231056316,Centros De Educación Técnico Productiva (CETPRO) Casa De La Niñera Moncada
231048958,Centros De Educación Técnico Productiva (CETPRO) Casa Del Niño Trabajador - San Martin De Porres
231575927,Centros De Educación Técnico Productiva (CETPRO) Catedra
231005354,Centros De Educación Técnico Productiva (CETPRO) Catolico San Ignacio De Loyola
230924993,Centros De Educación Técnico Productiva (CETPRO) Cayetano Heredia
231251842,Centros De Educación Técnico Productiva (CETPRO) Cayetano Heredia
231423706,Centros De Educación Técnico Productiva (CETPRO) Ccdem
231399625,Centros De Educación Técnico Productiva (CETPRO) Cecadeshi
231461912,Centros De Educación Técnico Productiva (CETPRO) Cecat
231200096,Centros De Educación Técnico Productiva (CETPRO) Cecatec
231345701,Centros De Educación Técnico Productiva (CETPRO) Cecatel
231263540,Centros De Educación Técnico Productiva (CETPRO) Cecatel Tnte Miguel Cortez
231030915,Centros De Educación Técnico Productiva (CETPRO) Cecisur
231335371,Centros De Educación Técnico Productiva (CETPRO) Cecitec
231049105,Centros De Educación Técnico Productiva (CETPRO) Cecitel
231321397,Centros De Educación Técnico Productiva (CETPRO) Cecoi
231423151,Centros De Educación Técnico Productiva (CETPRO) Cecom-Peru
230928838,Centros De Educación Técnico Productiva (CETPRO) Cedai
231385103,Centros De Educación Técnico Productiva (CETPRO) Cefop Cajamarca
231419977,Centros De Educación Técnico Productiva (CETPRO) Cefop La Libertad
231433317,Centros De Educación Técnico Productiva (CETPRO) Cefotem
231391218,Centros De Educación Técnico Productiva (CETPRO) Cefotur - Peru
231610104,Centros De Educación Técnico Productiva (CETPRO) Ceindet Intercontinental
231315225,Centros De Educación Técnico Productiva (CETPRO) Ceintur
230701961,Centros De Educación Técnico Productiva (CETPRO) Celendin
231512763,Centros De Educación Técnico Productiva (CETPRO) Cencatur
231434539,Centros De Educación Técnico Productiva (CETPRO) Cencitec
231553858,Centros De Educación Técnico Productiva (CETPRO) Cenestur
231351204,Centros De Educación Técnico Productiva (CETPRO) Center Of Mode Marlith
231600451,Centros De Educación Técnico Productiva (CETPRO) Centro Amazonico De Estudios Cades
231203082,Centros De Educación Técnico Productiva (CETPRO) Centro Americano De Idiomas John F. Kennedy
230914564,Centros De Educación Técnico Productiva (CETPRO) Centro Britanico
231238872,Centros De Educación Técnico Productiva (CETPRO) Centro Cult.Peruano Brasilero
231385632,Centros De Educación Técnico Productiva (CETPRO) Centro Cultural De Bellas Artes Pax Ars
230920843,Centros De Educación Técnico Productiva (CETPRO) Centro Cultural Euroamericano (Ex Icpeca)
231453109,Centros De Educación Técnico Productiva (CETPRO) Centro De Altos Estudios De Estelista Coifiure
231334705,Centros De Educación Técnico Productiva (CETPRO) Centro De Capacitación Tecnológica Especializada - Cecap
230832543,Centros De Educación Técnico Productiva (CETPRO) Centro De Especializacion Profesional El Progreso - Cepro
231237338,Centros De Educación Técnico Productiva (CETPRO) Centro De Estudios Informaticos
231423847,Centros De Educación Técnico Productiva (CETPRO) Centro De Estudios Informaticos Selva System Ii
231565431,Centros De Educación Técnico Productiva (CETPRO) Centro De Estudios Superior Informatico Gerencial - Cesig
231420421,Centros De Educación Técnico Productiva (CETPRO) Centro De Idiomas Arequipa
231441070,Centros De Educación Técnico Productiva (CETPRO) Centro De Informacion Computacion Y Sistemas
231449081,Centros De Educación Técnico Productiva (CETPRO) Centro De Investigacion Y Tecnologia Mecanica
231394162,"Centros De Educación Técnico Productiva (CETPRO) Centro Ejecutivo De Informatica E Idiomas ""Cibermaster"""
231421304,Centros De Educación Técnico Productiva (CETPRO) Centro Interamericano De Formacion Tecnica Superior
231199082,Centros De Educación Técnico Productiva (CETPRO) Centro Internacional De Cocina
231481399,Centros De Educación Técnico Productiva (CETPRO) Centro Internacional Latino
231352814,Centros De Educación Técnico Productiva (CETPRO) Centro Tecnico De Mineria - Cetecmin
231370774,Centros De Educación Técnico Productiva (CETPRO) Centro Tecnico Productivo Emaus - Trujillo
231490705,Centros De Educación Técnico Productiva (CETPRO) Cepea
230765628,Centros De Educación Técnico Productiva (CETPRO) Cepeban
231334796,Centros De Educación Técnico Productiva (CETPRO) Ceprotec
231575562,Centros De Educación Técnico Productiva (CETPRO) Cesar Fernando Valdivia Salazar
230876664,Centros De Educación Técnico Productiva (CETPRO) Cesar Vallejo
231141043,Centros De Educación Técnico Productiva (CETPRO) Cesar Vallejo
231267012,Centros De Educación Técnico Productiva (CETPRO) Cesar Vallejo
231412980,Centros De Educación Técnico Productiva (CETPRO) Cesar Vallejo
231475367,Centros De Educación Técnico Productiva (CETPRO) Cesca
231483130,Centros De Educación Técnico Productiva (CETPRO) Cesca
231490358,Centros De Educación Técnico Productiva (CETPRO) Cesca
231499144,Centros De Educación Técnico Productiva (CETPRO) Cesca
231317718,Centros De Educación Técnico Productiva (CETPRO) Cesca San Miguel
231581487,Centros De Educación Técnico Productiva (CETPRO) Cescan
231213016,Centros De Educación Técnico Productiva (CETPRO) Cescca
231384759,Centros De Educación Técnico Productiva (CETPRO) Cesnab
230933150,Centros De Educación Técnico Productiva (CETPRO) Cetcoi
231633924,Centros De Educación Técnico Productiva (CETPRO) Cetelmim Global Mining
231524859,Centros De Educación Técnico Productiva (CETPRO) Cetemin
231334564,Centros De Educación Técnico Productiva (CETPRO) Cetia
231253202,Centros De Educación Técnico Productiva (CETPRO) Cetico
231465236,Centros De Educación Técnico Productiva (CETPRO) Cetnor
231440858,Centros De Educación Técnico Productiva (CETPRO) CETPRO Idesi Majes
231435304,Centros De Educación Técnico Productiva (CETPRO) CETPRO Macon Peru
231411289,Centros De Educación Técnico Productiva (CETPRO) CETPRO Señor De Torrechayoc
231411297,Centros De Educación Técnico Productiva (CETPRO) CETPRO Sheyla
231411255,Centros De Educación Técnico Productiva (CETPRO) CETPRO Socota
231418755,Centros De Educación Técnico Productiva (CETPRO) CETPRO Victoria Kent
231388321,Centros De Educación Técnico Productiva (CETPRO) CETPRO Yanas
231308188,Centros De Educación Técnico Productiva (CETPRO) Cetsur
231361567,Centros De Educación Técnico Productiva (CETPRO) Ceturgh Peru - Centro De Estudios Turisticos Gastronomico Hotelero
231400654,Centros De Educación Técnico Productiva (CETPRO) Ceturgh Sullana - Centro De Estudios Turisticos Gastronomico Hotelero
231567973,Centros De Educación Técnico Productiva (CETPRO) Ceturgh Talara
231352210,Centros De Educación Técnico Productiva (CETPRO) Cevatur
231543487,Centros De Educación Técnico Productiva (CETPRO) Cevatur
231448083,Centros De Educación Técnico Productiva (CETPRO) Cevatur La Libertad
231490606,Centros De Educación Técnico Productiva (CETPRO) Cevatur Peru
230899229,Centros De Educación Técnico Productiva (CETPRO) Charles Chaplin
231454305,Centros De Educación Técnico Productiva (CETPRO) Charlotte Bronte
231522549,Centros De Educación Técnico Productiva (CETPRO) Cheff Tour Peru
230563585,Centros De Educación Técnico Productiva (CETPRO) Chincha
230933358,Centros De Educación Técnico Productiva (CETPRO) Chinchero
230776898,Centros De Educación Técnico Productiva (CETPRO) Chio Lecca Fashion
231048909,Centros De Educación Técnico Productiva (CETPRO) Christopher Columbus
231607357,Centros De Educación Técnico Productiva (CETPRO) Cibercon
231019900,Centros De Educación Técnico Productiva (CETPRO) Cibermatic Xxi
231156413,Centros De Educación Técnico Productiva (CETPRO) Cibernet
231316124,Centros De Educación Técnico Productiva (CETPRO) Cibernet
231394386,Centros De Educación Técnico Productiva (CETPRO) Cibernet
231491018,Centros De Educación Técnico Productiva (CETPRO) Cibernetica Computacion
230886978,Centros De Educación Técnico Productiva (CETPRO) Cibertronic
231503283,Centros De Educación Técnico Productiva (CETPRO) Cica Nueva Generacion
231443605,Centros De Educación Técnico Productiva (CETPRO) Cicet
231306794,Centros De Educación Técnico Productiva (CETPRO) Cicex
231499029,Centros De Educación Técnico Productiva (CETPRO) Cicex
231333988,Centros De Educación Técnico Productiva (CETPRO) Cicex Especial English Institute
230774547,Centros De Educación Técnico Productiva (CETPRO) Cicex Special English Institute
231475417,Centros De Educación Técnico Productiva (CETPRO) Cicex Special English Institute
231354265,Centros De Educación Técnico Productiva (CETPRO) Cicgercom
231390319,Centros De Educación Técnico Productiva (CETPRO) Cicotur - Centro Nacional De Cocina Y Turismo
231077098,Centros De Educación Técnico Productiva (CETPRO) Cidet
231494046,Centros De Educación Técnico Productiva (CETPRO) Cidet
230875849,Centros De Educación Técnico Productiva (CETPRO) Ciesa
231405398,Centros De Educación Técnico Productiva (CETPRO) Cima
231328244,Centros De Educación Técnico Productiva (CETPRO) Cipa
230357012,Centros De Educación Técnico Productiva (CETPRO) Cipca
231304369,Centros De Educación Técnico Productiva (CETPRO) Cipermun
230246058,Centros De Educación Técnico Productiva (CETPRO) Ciro Alegria
231394485,Centros De Educación Técnico Productiva (CETPRO) Cistel
231000405,Centros De Educación Técnico Productiva (CETPRO) Citec Del Norte
231278696,Centros De Educación Técnico Productiva (CETPRO) Citem
231325562,Centros De Educación Técnico Productiva (CETPRO) Citep
231213420,Centros De Educación Técnico Productiva (CETPRO) Claretiano
231312651,Centros De Educación Técnico Productiva (CETPRO) Claridad
231490903,Centros De Educación Técnico Productiva (CETPRO) Clinica Del Pie Jevial
231334226,Centros De Educación Técnico Productiva (CETPRO) Club Del Idioma
231144708,Centros De Educación Técnico Productiva (CETPRO) Cnel. Juan Valer Sandoval
231303551,Centros De Educación Técnico Productiva (CETPRO) Cocin Art Peru
231393263,Centros De Educación Técnico Productiva (CETPRO) Coesur
230729822,Centros De Educación Técnico Productiva (CETPRO) Columbia
231452440,Centros De Educación Técnico Productiva (CETPRO) Compu System Ciro Alegria
231613116,Centros De Educación Técnico Productiva (CETPRO) Compudat
231315167,Centros De Educación Técnico Productiva (CETPRO) Compus System´S
231061019,Centros De Educación Técnico Productiva (CETPRO) Computec
231067495,Centros De Educación Técnico Productiva (CETPRO) Computec 2000
231509280,Centros De Educación Técnico Productiva (CETPRO) Computec Millenium
231386747,Centros De Educación Técnico Productiva (CETPRO) Computeccia
231386036,Centros De Educación Técnico Productiva (CETPRO) Computecsa
231114628,Centros De Educación Técnico Productiva (CETPRO) Computer G Y L
231447689,Centros De Educación Técnico Productiva (CETPRO) Computrein Computer Learning Center
231216688,Centros De Educación Técnico Productiva (CETPRO) Computron
231335694,Centros De Educación Técnico Productiva (CETPRO) Computron
